Gene	A31338	A31372	A31360	A31387	A30212	A33903	A31406	A31388	A31288	A31390	A30231	A31428	A31432	A31467	A31459
GOLGA6L16P	0.3097	0.3709	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA6L2	18.5179	0	0.0068	0	0	0	0	0	0.0074	0	0	0.0094	0	0	0
GOLGA6L3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA6L4	0.4473	0.1251	0.057	0.0302	0.0183	0.0913	0.0067	0.0223	0.0647	0.0142	0.1925	0.0386	0.0942	0.1646	0.0338
GOLGA6L5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA6L6	0	0	0.0058	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA6L9	0	0	0	0	0	0	0	0	0	0	0	0.0216	0	0	0
GOLGA7	69.362	173.4034	106.7203	128.6195	40.0083	143.7164	144.7205	153.8674	127.8165	98.4665	97.8556	141.4474	161.7221	119.9677	155.8022
GOLGA7B	0.407	0	0	0.0166	0.0867	0	0.3477	0	0	0.0205	0.0065	0.0263	0.0834	0	0
GOLGA8A	7.0239	0.3812	9.258	1.2431	1.2918	47.6976	2.1126	26.5447	1.1364	17.9615	2.4645	6.8332	31.6877	11.5873	0.3759
GOLGA8B	7.0463	3.0983	14.8828	3.5662	0.9829	49.8527	1.6899	14.1285	0.1546	10.4579	0.995	8.7747	20.9774	15.882	0.268
GOLGA8C	0	0	0	0	0	0.0105	0	0.0048	0	0	0	0.0035	0	0	0
GOLGA8DP	0.1554	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8E	0.0732	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8F	0.0278	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8G	0.0954	0	0	0	0	0.0027	0	0	0	0	0	0	0	0	0
GOLGA9P	0.5362	0.1146	0.0303	0.0457	0.1287	0.656	0.0041	0.1743	0.0127	0.3575	0	0.1017	0.0649	0.0324	0.0439
GOLGB1	25.6816	45.953	19.6407	15.3246	14.9232	42.5087	36.3231	43.2275	25.8395	33.5484	18.7613	43.627	50.7388	47.4146	22.6819
GOLIM4	11.8967	51.471	15.4224	20.7713	9.9773	68.5813	20.8609	30.7235	11.7259	49.1073	83.4732	50.074	73.2616	68.1937	68.1214
GOLM1	4.6538	3.2223	1.4915	6.8072	6.8308	1.7125	7.0101	3.469	1.6081	7.222	1.2973	2.2067	3.1228	2.4351	0.2342
GOLPH3	11.5465	22.8148	10.2714	9.7999	13.7281	12.1556	15.6721	12.3657	20.8113	9.1733	9.1772	11.0844	13.5296	17.2845	11.4032
GOLPH3L	18.2746	55.4619	20.0632	17.2886	4.5989	41.504	12.7473	35.8444	7.2748	19.5544	13.4022	39.6865	48.076	53.9852	17.395
GOLT1A	1.125	0.6169	1.0412	0	0.0824	1.5192	0	5.7733	0	0	0	0	0.3545	0	0
GOLT1B	17.9258	40.3386	36.9191	41.8038	7.781	31.8032	35.3951	48.3458	44.6628	30.839	8.529	23.9707	42.9567	45.1641	40.7005
GON4L	18.4075	29.4318	11.3161	13.6099	7.9248	14.6755	17.4516	20.7789	15.1307	12.1788	15.7562	19.0332	25.8129	25.1395	16.5166
GOPC	11.3381	22.7408	20.1531	15.2372	10.3827	45.1899	13.933	17.4249	18.4717	28.8056	23.5832	42.0911	25.9863	30.8773	14.0169
GORAB	6.5398	21.5898	4.6929	2.7409	1.456	13.1027	10.7374	11.4224	7.3186	4.5742	2.6034	10.9665	14.6517	11.335	8.0992
GORASP1	14.2884	16.1494	17.088	10.6891	6.5604	15.8078	11.9147	11.0815	17.6906	12.4917	0.8158	10.5099	14.9162	10.2703	12.0435
GORASP2	24.1625	67.7962	40.7777	38.7811	13.3599	43.6499	39.9677	41.2702	33.9701	44.2397	12.3954	66.0155	51.83	54.1804	40.0924
GOSR1	15.5845	36.4189	17.7512	20.0124	7.9472	21.091	21.8424	18.1221	19.4978	13.525	13.7776	29.5617	33.5339	26.2479	24.76
GOSR2	23.3883	43.5388	32.5306	14.761	7.783	19.5127	25.0886	34.9546	20.4823	17.1373	5.7174	32.6578	38.1666	29.5666	32.8127
GOT1	16.5538	33.6757	21.2727	20.7003	8.3963	44.0021	14.3118	56.3327	11.2603	15.6375	3.8841	27.0441	45.1899	35.883	37.2636
GOT1L1	1.2504	0	0	0	0	0	0	0	0	0	0	0.0157	0	0	0
GOT2	19.1939	62.4919	37.7197	31.1306	10.4307	36.0287	20.9233	19.0862	13.3161	25.2959	4.188	37.1636	31.2502	37.4688	13.1624
GOT2L1	0.0134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOT2L2	1.9643	0	0	0	0.0249	0.4044	0	0	0	0	0.0303	0	0.4129	0	0
GOT2P3	0.1379	0	4.325	0	0	2.0242	0	0.1191	0	0	0.175	0.5032	4.2938	0.274	0
GOT2P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GP1BA	1.7007	2.3192	0.2048	3.3394	1.3737	1.7132	2.3926	1.6018	1.002	4.0609	5.0625	1.3394	4.2368	35.1485	1.8066
GP1BB	0.3035	0.338	4.6827	0.5495	10.7852	4.4706	0.441	5.0287	0	9.5815	1.2468	3.4451	1.3464	21.1893	0.0997
GP2	1.2439	0.0064	0	0	0.0092	0	0	0	0	0	0.0057	0	0	0	0
GP5	0.3128	0.1345	0.0844	0	0.0876	0.0277	0	0	0	0	0.0266	0.0106	0	0.7037	0
GP6	2.5764	0.0156	1.5065	2.5485	0.445	1.5467	0.5409	0.5299	0.898	3.8852	0.8836	1.2955	7.0779	83.3534	1.6948
GP9	0.5918	0	0.3667	0	1.1592	1.5383	0	0	0	3.1975	0	0.3421	2.1409	11.8998	0
GPA33	0.0367	35.3302	5.1483	0.0344	1.6156	0.0754	3.5793	1.0639	13.2418	1.3795	0	6.4824	3.6726	0	0.1806
GPAA1	53.8393	38.2821	118.8707	117.148	90.4338	95.5808	59.2784	21.5459	115.2841	35.9191	37.3252	48.2214	49.9404	63.6596	26.7518
GPAM	3.3283	2.9324	0.7616	4.7698	0.2953	1.8162	1.2483	3.2099	0.3276	1.524	0.393	2.3436	2.9881	2.8185	1.5424
GPAT2	1.9678	1.5772	1.3544	0.2927	0.3825	3.2655	1.7167	2.9231	2.0397	1.0661	4.0997	4.2113	3.3079	2.3861	0.577
GPATCH1	10.0781	22.551	10.4436	9.7233	6.2575	12.134	24.7429	20.325	9.0728	16.5312	9.0767	19.8766	23.0712	13.3838	30.0162
GPATCH2	5.8048	12.0758	3.1573	6.2812	4.1	7.1378	7.1797	10.488	3.8459	3.5172	1.8791	7.5416	12.3407	9.2075	3.7241
GPATCH3	11.7756	12.048	8.4906	12.1105	8.402	11.4492	15.8138	6.891	8.231	3.0457	9.9429	14.7851	9.4362	19.8052	13.8419
GPATCH4	20.472	35.2071	33.4123	25.6865	16.5887	43.4174	12.0934	18.5832	18.158	21.0655	15.3016	32.5696	31.0891	33.7673	11.1239
GPATCH8	21.4095	21.1322	21.1157	15.7134	11.1472	20.7733	23.8757	27.4913	20.8243	12.0512	18.4782	28.1681	32.2462	29.1202	26.2676
GPBAR1	22.6768	3.3439	16.0407	26.4423	23.5149	0.1414	75.6531	37.6794	93.6893	18.2988	18.211	6.9553	3.6228	1.2452	9.1505
GPBP1	61.5846	109.9816	67.8578	64.7438	18.5798	130.1747	91.019	134.3914	66.0483	53.5895	58.0465	115.0758	152.1118	120.7063	107.1584
GPBP1L1	26.3822	65.8948	33.074	28.5365	10.0448	59.244	43.3399	80.1689	34.4828	41.0056	29.4423	49.0405	73.2207	59.4668	62.9275
GPC1	2.052	0.025	0.027	0.1662	0.2108	0.1211	0.0106	0	0.0611	0	5.6364	0.0656	0.066	0.0027	0.1634
GPC2	0.6532	0.1086	0.1278	0	0.1627	0.103	0.0061	0	0.054	0.3039	0.0299	0.4366	0.2804	0.0611	0
GPC3	0.4356	0	0	17.7562	0.4031	0	0.4337	0	0.6903	0	0	0	0	0	0
GPC4	0.028	0	0	0	8.0483	0	0.3489	0	0.2677	1.3036	0	0	0	0	0.1548
GPC5	1.8587	0	0	0	0	1.2315	0.1712	0	0	1.0694	0	0	0.0178	0	0
GPC6	2.4163	6.1549	0	0	0	1.0958	0.8729	0	0.3641	5.3607	0	2.2623	0	1.6324	1.6012
GPCPD1	79.9666	30.9645	21.6961	29.1175	24.4869	25.461	73.1877	88.2981	36.1964	57.2716	56.8304	25.0914	47.3999	32.1581	69.9452
GPD1	0.2406	0	0.081	0.4427	0.076	0.0098	0.0348	0.1397	0.1265	0	0.0242	0.0854	0.0869	0.2014	0
GPD1L	5.8358	6.8291	8.6239	9.1834	1.9766	4.6756	8.0119	4.4945	6.2955	9.2749	2.356	2.5905	15.2061	6.577	8.8
GPD2	9.9383	17.5351	6.2503	15.6065	5.4846	7.8785	13.265	15.8881	9.955	13.8668	13.1559	8.4392	17.628	8.7487	13.9254
GPER	0.8814	0	1.6418	2.0693	0.248	0.0521	0	0.0082	0	0	2.0888	0.0986	0.2872	0	1.5084
GPHA2	1.398	0.0026	0.0073	0.0038	0.0067	0.0253	0.2796	0.0027	0.001	0	0	0.0082	0.004	0.1751	0.0075
GPHB5	0.3818	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPHN	1.645	7.2452	2.8344	4.5306	0.0887	5.2644	0.9246	1.4347	0.7429	3.9187	7.949	1.8871	1.4078	9.0788	1.1777
GPI	27.1851	64.9696	64.9392	123.5699	48.5433	42.8479	35.3547	60.992	48.0657	57.7278	33.1141	30.5254	46.3541	41.6047	59.6971
GPIHBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPKOW	21.1986	18.9007	23.2547	20.3439	14.2917	22.2845	13.9462	17.5406	15.9035	23.4031	14.0875	24.8335	20.5923	32.4604	10.1508
GPLD1	2.2919	0.8794	0.466	1.1985	0.0602	0.9862	0.6862	0.5024	0.5897	0.369	1.1282	1.4454	1.7549	0.7855	0.2693
GPM6A	0.6035	0	0	0	0	0	0.0787	0	0	0	0	0.1009	0.007	0.1209	0
GPM6B	1.056	3.7389	1.1895	1.4036	0.5208	3.122	1.7143	3.4395	0.2527	0.4994	12.7701	5.2975	10.3156	3.7433	1.0048
GPN1	24.6309	122.2523	76.7412	66.4577	13.7433	89.9545	51.0306	90.4002	53.1931	62.8461	18.3378	89.8873	104.0976	90.4068	91.9549
GPN2	17.8002	22.5571	24.2091	9.0028	8.5887	18.6437	14.0163	14.3471	15.7394	5.5468	4.0304	16.9994	16.5839	22.5308	13.171
GPN3	45.8127	150.7914	116.5947	105.8111	40.8	158.5815	48.005	189.4665	64.7121	112.2775	68.8298	170.9867	145.3505	117.1078	109.0009
GPNMB	3.0203	0	0.4566	1.2729	0.5384	0.0023	0.4376	2.3458	17.0831	0.2252	0.0096	0.0925	0.0011	0	0
GPR1	0.3832	0.0219	0	0	0	0	0	0	0	0	0	0	0	0	0.2997
GPR101	0.0203	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR107	7.6852	10.875	4.2198	5.4897	4.2494	8.0318	7.5172	7.8173	8.356	7.0296	9.711	7.5006	12.7076	7.9819	13.522
GPR108	54.3439	35.7992	63.5633	53.1178	60.1806	66.2963	61.855	63.7014	120.7057	18.6891	34.193	51.5448	55.8828	62.0058	55.0395
GPR109A	35.7464	7.643	1.8105	1.7351	2.6489	3.1135	5.0231	5.4462	23.6403	10.8354	3.7799	5.6533	4.2791	0.1897	156.1331
GPR110	1.4595	0.0018	0.0033	0.0038	0.01	0.0011	0.0018	0	0.0012	0	0	0.0016	0	0	0
GPR111	0.3278	0.0018	0	0	0	0	0	0	0	0	0	0.0018	0	0	0
GPR112	0.1462	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR113	0.7849	0.6849	0.5398	0.4607	0.4468	0.365	0.2485	0.1286	0.2938	0.8199	0.5083	0.8798	0.3719	1.0415	0.189
GPR114	9.6957	21.2636	13.2179	1.2971	1.8528	31.9772	0.2971	23.2127	0.2322	0.1176	5.9831	20.0849	19.9981	32.4825	7.9999
GPR115	0.7744	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR116	0.8506	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR119	0.7956	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR12	0.7418	0	0	0	0.0115	0	0.049	0	0	0	0	0	0	0	0
GPR120	1.4065	0.6895	0.2159	0	0.4189	0.0963	4.8115	0.0284	0.2583	0	0	0.697	0.3642	0	0.9951
GPR123	0.8381	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR124	5.5927	3.4417	2.8544	4.9946	4.6611	2.3641	5.2673	5.5273	4.3385	1.5122	18.5756	6.5818	5.269	4.2225	2.8213
GPR125	2.5783	3.6647	0.1642	0.4938	0.0683	1.288	0.2497	0.8829	0.1653	1.5612	1.1613	3.5638	5.2188	3.3105	0.5899
GPR126	0.5257	0	0	0.1787	0	0.0038	0	0	0	0.524	0.2406	0.0923	0	0.264	46.2897
GPR128	0.473	0	0	0	0	0.0098	0	0	0	0	0	0	0.1576	0.0086	0
GPR132	5.409	2.9539	2.2019	3.897	10.8106	2.6246	8.8846	3.4204	6.6611	1.3155	18.3516	7.0534	3.0735	2.4089	4.773
GPR133	1.8197	0.5032	0.4774	0.1866	0.3088	0.001	1.6641	0.3491	0.0159	0	0.4361	0.5532	0.1162	0	0.3285
GPR135	1.5132	0.7567	0.4955	0.2898	0.5521	1.0664	1.1761	1.7001	0.4509	0.543	6.8182	1.7936	3.2408	0.8616	4.0369
GPR137	1.8956	1.0486	2.5989	2.4313	5.8051	2.9656	1.8125	0.6282	2.9365	1.2419	0.9957	1.6529	0.6369	2.7034	1.162
GPR137B	2.2211	1.881	1.9443	2.1201	4.3968	1.1006	2.894	5.7186	2.8957	1.3081	3.2416	1.268	2.1587	3.4693	3.5725
GPR137C	1.0327	1.173	0.035	0	0.042	0.0364	0.1958	0	0.091	0	0	0.2933	0.3321	0.9746	0.3477
GPR139	0.4568	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR141	7.4509	3.9017	4.7477	1.3965	3.5552	3.9056	4.0378	6.4514	8.7998	3.1753	6.4821	0	13.2047	4.028	6.6885
GPR143	2.4226	1.2656	0.2855	0.1787	0.3595	0.0059	0.9341	0.6579	0.5583	0.7296	0.5462	0.1579	1.0451	0.059	1.289
GPR144	0.3692	0	0	0	0	0	0	0.1029	0	0	0.1648	0	0	0	0
GPR146	3.1888	1.5377	2.5594	0	0.3887	11.4077	0.7082	4.4876	0.3266	0.1243	0.4499	7.2529	12.4061	3.9784	0
GPR148	0.3501	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR15	0	0	0	0	0	0.479	0.3239	0	0	0	0	0	1.3508	0	0
GPR150	0.7541	0.1071	0.327	0	0.7353	0.36	0	0	0	0	2.3403	0.1086	0.2273	0.4071	0
GPR151	0	0.6454	0	1.3554	0.0101	0.0714	0.2328	0.1008	0	0	0.5645	0.2018	0.0647	1.0338	0.0657
GPR152	3.6866	0	0.0115	0	0	0.0197	0.0632	0	0	0	0.2847	0.2065	0	0.0979	0
GPR153	0.1137	0	1.0996	0.5062	0.9558	0.0863	0.5256	0	0.0542	0.6137	2.7512	0.2279	0.0066	0.0477	0
GPR155	5.7181	4.1326	2.5377	2.6155	5.2817	0.6775	11.9771	5.7445	3.0885	10.3589	1.0935	3.3779	12.2928	2.3409	3.9751
GPR156	0.7239	0	0	0.0977	0.0052	0	0.0075	0	0	0	0.0063	0.0055	0	0	0
GPR157	2.6908	0.8243	0.739	0.5306	0.6669	0.7584	0.9876	0.2643	0.3302	1.3058	2.4615	2.5053	1.1312	1.0068	1.4382
GPR158	0.0834	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR160	5.1933	3.2036	5.1119	3.4525	4.658	0.8357	2.4156	2.1359	1.9799	1.4289	2.4244	1.5545	2.662	1.9134	2.8721
GPR161	0.3077	0.4128	1.0584	0.0588	0.0944	0.0685	0.0529	0	0.0129	1.6911	0.3069	0.1321	0.0106	0.2864	0
GPR162	3.2621000000000002	6.3219	5.8917	0.0919	1.1567	4.7929	7.6477	0.4464	7.4484	0.7058	5.343	3.8527	3.68	6.2861	2.6381
GPR17	0.0227	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5146
GPR171	2.9122	5.9479	0.0758	1.2141	0.2436	4.2702	3.6763	4.8018	0	11.2081	3.3244	5.0737	10.7441	7.1096	1.4102
GPR172A	4.7581	7.1374	12.4773	8.7831	45.4995	14.3809	4.5709	6.4613	13.3599	9.8132	24.4932	4.8983	5.0108	11.1978	3.3505
GPR172B	0.1153	0	0	0	0.1809	0	0.0474	0	6e-4	0.0082	0	0	0.0114	0.0146	0.0067
GPR173	0.0105	0.2212	0.0383	0	0.0073	0.004	0.0055	0	0	0.542	0.0207	0.379	0	0.2165	0
GPR174	3.3971	28.9885	5.8002	0.0603	0.4965	6.7888	4.3893	23.0109	0.0703	4.3043	0.6772	12.6554	28.3252	22.4521	4.7547
GPR175	10.1412	4.4861	11.604	7.9949	11.1125	10.8944	5.6087	3.2061	14.6764	5.5985	15.2063	8.4696	5.8596	7.9175	2.8004
GPR176	0.6415	0	0	0	0	0.0063	0	7.293	0	0.0435	0.2474	0	0	0.0234	0
GPR177	0.2442	0	0.0033	1.1235	0.0165	0	0.1332	0.6573	0	3.2757	0.0139	0	0	0	0
GPR179	1.7323	0.1606	0	0.0462	0	0	0.025	0	0	0.0317	0.1918	0.2263	0.013	0.0065	0
GPR18	8.5024	9.0945	7.3239	9.6266	9.138	3.2907	11.5641	12.9659	5.4606	8.4722	23.7165	9.5466	12.644	6.7239	5.0221
GPR180	8.4948	18.7868	11.8548	9.9364	1.3601	18.455	4.6299	27.6811	7.2182	6.5636	20.7814	12.0591	12.0678	15.1927	4.7605
GPR182	2.8467	0	0	0.1562	0.0163	0	0	0	1.0385	0	0	0	0	0	0
GPR183	37.3315	26.8444	16.4733	50.598	13.1327	66.1085	45.4021	54.2517	22.4429	42.2994	53.4614	19.3205	91.909	18.2332	114.2726
GPR19	1.8119	0.0066	0.163	2.6823	0.0654	0.6893	0	2.1437	0	0	0.9412	0.1673	0.1532	0.0464	0
GPR20	0.0463	2.0745	0	0.1789	2.111	0	3.1576	1.9684	0	0	0	0.0498	0	0	0
GPR21	8e-4	0.0634	0.1884	0	0.0354	15.8293	0.2165	1.0331	0	0.0182	2.8008	1.3174	4.9439	7.3451	0.1117
GPR22	10.9012	7.0338	3.7994	6.6434	1.4567	6.2919	11.7028	20.2871	1.8534	4.1423	1.3568	3.4904	30.2543	2.8639	5.1911
GPR25	0	0	0	0	0.1786	0	0	0	0	0	0	0	0	0	0
GPR26	0.8856	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR27	8.6195	13.9614	1.8619	3.0755	0.0128	0.0806	12.9198	36.568600000000004	5.966	4.2238	6.8099	8.771	18.6509	27.1779	13.3568
GPR3	1.386	0.7659	0.9181	0.3524	0.6012	1.4562	0.4479	0.6491	0.5706	0.6319	0.6692	1.1989	0.1142	0.3893	0.045
GPR31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR32	0.2684	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR33	0.031	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR34	27.3713	0.4336	0.9317	22.6862	3.4569	35.6145	24.0721	25.9169	39.4344	0.7485	1.1873	0.9375	34.0915	6.694	12.5408
GPR35	3.2313	0.0116	5.5609	6.192	10.8603	2.1073	6.3905	2.4965	6.4616	0.6713	13.9694	1.2874	1.4175	0.3159	3.5079
GPR37	0.3176	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR37L1	1.4726	0.1315	0.6679	0.4563	1.2202	0.2591	0.7074	0.0103	0.4997	0.8714	0.599	0.0227	0.375	0.2753	0.568
GPR39	0.1859	0	0	0	0	0	0	0	0	0	0	0	0	0.2539	0
GPR4	3.1324	0.0145	0	0	0	0	0	0	0	0	0	0.0188	0	0	0
GPR44	1.3076	1.9314	4.8207	1.6453	1.4454	3.706	0.6252	4.0227	0.8281	0.8547	1.2764	5.4121	3.787	3.8824	0.7148
GPR45	0.2433	0	0	0	0	0.5087	0.1143	0	0	0	0	0	0.2179	0	0
GPR50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR52	0.0682	0	0.0092	0	0.0511	0	0.2351	0.0351	0	0	0.0388	0	0.0548	0	0
GPR53P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR55	2.2269	0	0.4409	0	0.0454	0.8059	0.014	0.3828	0.0643	0	1.5556	1.1316	0.4692	1.7749	0.0039
GPR56	5.4045	21.8834	10.1632	1.8763	2.202	19.8379	1.6177	14.5427	0.3525	4.6322	2.1193	45.2413	21.9321	35.6142	1.9722
GPR6	0.0062	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR61	1.8606	1.2461	0.0403	0.2026	0.0588	0.8499	0.1909	0.6981	0.633	0.0325	0.6286	0.9778	1.0755	0.5842	1.6163
GPR62	0.0211	0.018	0.0197	0.0038	0.0199	0.0618	0.0177	0.0269	0.0088	0.0122	0.0046	0.0172	0.0136	0.0192	0
GPR63	0.844	1.1366	0.0061	0.7199	0	0.2564	0	0	0	0.9929	0	0	0	0	0
GPR64	1.2651	0.2829	0.0702	0.3633	0.1655	0.2838	1.2021	0.5424	0.3324	0.3335	1.7782	0.5161	1.4465	0.1778	0.6151
GPR65	6.8937	9.1573	14.8781	41.0659	23.6683	2.2864	109.1583	29.6731	65.2736	20.6974	4.3972	5.1495	11.9761	2.7549	35.2882
GPR68	1.6908	0.3847	0.0289	0	0.6853	0.3527	1.0754	0	0.9466	0.4984	1.2823	1.0597	1.0931	0.018	9e-4
GPR75	0.1444	0.6007	0.0216	0	0.1153	0.4344	0.0218	0.0011	0	0	0.1796	0.1272	0.8002	0.756	0.0151
GPR77	9.3411	1.7133	1.8383	0	2.7415	0	5.1419	0	4.7651	0	0	0.146	0	0	2.5481
GPR78	1.1054	0.1767	0	0	0	0	0	0	0	0	0	0.0298	0	0.269	0
GPR79	1.1293	0	0	0	0.4045	0.9458	0.6313	0	0	0	1.0911	0.2847	0.1855	0.6139	0
GPR81	1.7015	2.3445	1.8624	2.2726	0.1322	1.9779	0.7113	1.5635	0.5348	0.5221	5.1836	1.3893	3.8204	1.3097	1.2985
GPR82	1.7857	0.819	0.5279	9.4985	1.9205	0.0419	2.9402	2.3963	4.839	0.0647	2.9094	0.7607	0.6085	1.1147	5.6389
GPR83	3.1348	1.1008	0.0589	0.7669	0.1721	0.8926	0.7975	1.8891	0.0034	0.0364	0.4793	1.1448	0.1477	1.0022	0.0149
GPR84	10.261	0.8148	3.7835	8.4367	1.2966	0.4053	7.478	1.9985	5.3172	1.932	1.3961	7.373	4.5097	0	103.1346
GPR85	1.1522	0	0	0.1642	0.5915	0	0.0177	4.114	0.3511	0.1333	0	0	0.0018	0	0.7019
GPR87	0.2989	0.1699	0.5373	0	0	0.0655	0	0	0	0	0.5364	0.1025	0	0.2654	0.0291
GPR88	0	0	0	0.0266	0.0447	0	0	0.2302	0.0506	0	0.5626	0	0	0	0
GPR89A	2.2814	5.0629	1.2482	3.6077	1.1643	3.748	3.9613	3.352	1.2052	3.2557	1.3939	3.3201	5.4626	3.5284	3.236
GPR89B	2.0325	2.2683	0.4286	0.7052	0.2464	1.2057	0.7838	1.1937	0.5933	0.6831	0.0357	1.259	2.2516	1.4341	1.1575
GPR89C	0.1008	0.0801	0.011	0.0049	0	0.1035	0.0653	0.1955	0.0301	0	0.0039	0.1048	0.0929	0.119	0.0355
GPR97	6.3019	14.3777	13.9807	0.4838	5.6792	8.1763	0.6515	10.9293	11.3549	0.1877	2.5212	13.8762	10.2626	1.3982	14.4196
GPR98	1.165	0.7038	0.1694	0.2375	0.1322	0.4281	0.405	0.4083	0.2832	0.2801	0.1332	0.3713	0.3433	0.3364	0.2381
GPRASP1	0.9515	1.0411	0	0.0076	0.0795	0.1703	0.6777	0	0.1101	1.2853	0.5408	0.2828	0.9538	0.1326	0
GPRASP2	0.0085	1.0418	0.0525	0	0.1889	4.3808	0	0	0.0355	2.8171	0	1.3323	4.2199	1.5622	1.5372
GPRC5A	2.5227	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPRC5B	2.0033	0.3575	0.015	0.5494	0.1095	0.0907	0.3534	0.0648	0.0022	0.0043	0.0288	0.0351	0.7199	0.1073	6e-4
GPRC5C	1.7045	12.8576	2.6821	0.0375	1.598	2.5738	1.306	3.3854	0.7112	0.2862	20.485	18.8116	2.8545	19.9219	2.4131
GPRC5D	0.9068	1.6729	0	0	0	0	0.1334	0	0	0.8709	0	0	0	0.5824	0
GPRC6A	0.4436	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPRIN1	0	0	0	0.389	0.4894	0	0.3068	0	0.0036	0	0.3069	0	0	0	0.0075
GPRIN2	1.3033	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPRIN3	8.3488	1.4223	1.0096	1.0523	2.8742	0.9494	17.0958	5.0927	4.215	3.4285	18.4202	1.3341	5.5293	1.9629	4.8268
GPS1	13.9741	14.6883	31.1194	18.9001	26.8604	30.5068	13.4391	13.8742	39.2044	16.0949	11.3919	23.3938	13.7107	21.6202	7.219
GPS2	76.9889	69.8951	84.7776	83.7931	83.051	101.2846	94.2469	111.4375	108.963	46.6001	102.9067	89.1597	78.5671	82.7351	86.7315
GPSM1	2.2223	3.2554	4.0434	0.5555	0.1639	5.7967	0.2058	1.1064	0.1968	4.3678	4.0838	6.2823	3.6398	6.3649	0.45
GPSM2	5.1084	50.6948	14.152	3.8979	2.269	5.6325	3.7484	5.304	2.7869	16.9254	5.1254	18.4296	10.6396	21.6819	8.3003
GPSM3	56.7444	37.2076	46.6426	34.0504	114.3318	31.8216	75.7113	52.3573	90.2883	31.2606	20.8405	56.6645	28.6866	72.2995	35.7268
GPT	0.026	0.0105	1.3993	0.024	0.3119	0.128	0.1035	0	0.1472	0.3151	0.2005	1.3654	0	0.0374	0
GPT2	3.235	5.1399	5.5396	7.767	1.9594	3.6184	1.1403	10.5444	2.3472	5.9694	31.9968	4.0522	6.5489	1.7822	5.5718
GPX1	749.7929	897.0246	923.5786	585.8961	472.644	1371.4604	823.4638	904.9263	1615.3557	697.6433	186.4182	591.9479	440.2724	1135.4264	514.772
GPX2	1.6135	1.0205	0.667	0.4438	0.1837	0.7544	1.108	1.5938	0.3117	0.1383	1.2191	0.6233	7.0577	0.2123	0.6625
GPX3	2.0028	3.7894	2.3077	1.414	0.1077	4.6419	2.3497	3.4515	0.4354	0	5.4062	1.2571	7.5658	3.0538	0
GPX4	471.0953	441.8554	667.5202	497.6467	373.274	703.3101	621.6105	403.7863	896.0581	424.407	1569.9642	400.701	392.6366	678.5197	362.7779
GPX5	0.6536	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPX6	2.8414	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPX7	8.3461	56.3412	48.3254	45.8697	9.8251	51.5012	5.9489	34.2049	4.0758	32.5524	12.0258	52.0084	47.7448	59.6377	8.6404
GPX8	1.2205	0.4361	0	0	0	0	0.0059	0	0	0.3059	0.005	0	0	0	0
GPXP2	1.2097	0.1797	0.134	0.0395	0.1026	0.2545	0.0758	0.0852	0.3561	0.0324	0	0.1311	0.0882	0.3205	0.1044
GRAMD1A	14.1434	8.0418	25.3636	2.8242	32.8608	18.0609	7.5485	7.2738	21.3459	21.2045	16.5904	23.1616	6.848	16.5254	4.086
